ds,y,visibility,temp_max,temp_min,humidity,wind_speed,precip,y_lag_1,y_lag_diff_1,day__0,day__1,day__2,day__3,day__4,day__5,day__6
2016-06-06,13.0,10.0,31.7,22.2,55.333333333333336,6.0,0.0,5.0,0.0,1,0,0,0,0,0,0
2016-06-07,10.0,10.0,32.8,21.1,70.66666666666667,2.6666666666666665,0.0,13.0,8.0,0,1,0,0,0,0,0
2016-06-08,23.0,9.666666666666666,32.8,22.8,76.33333333333333,4.666666666666667,0.0,10.0,-3.0,0,0,1,0,0,0,0
2016-06-09,40.0,9.666666666666666,32.8,23.3,78.66666666666667,5.666666666666667,0.0,23.0,13.0,0,0,0,1,0,0,0
2016-06-10,36.0,9.333333333333334,32.2,22.2,80.33333333333333,4.0,0.0,40.0,17.0,0,0,0,0,1,0,0
2016-06-11,30.0,8.555555555555555,32.2,25.3,89.5,6.5,0.0,36.0,-4.0,0,0,0,0,0,1,0
2016-06-12,32.0,9.333333333333334,33.3,26.4,92.66666666666667,7.333333333333333,0.0,30.0,-6.0,0,0,0,0,0,0,1
2016-06-13,11.0,10.0,33.9,26.1,74.66666666666667,6.333333333333333,0.0,32.0,2.0,1,0,0,0,0,0,0
2016-06-14,16.0,9.666666666666666,33.3,26.7,76.0,7.0,0.0,11.0,-21.0,0,1,0,0,0,0,0
2016-06-15,10.0,8.5,35.0,33.3,69.5,8.5,0.0,16.0,5.0,0,0,1,0,0,0,0
2016-06-16,69.0,10.0,35.6,34.4,67.0,8.5,0.0,10.0,-6.0,0,0,0,1,0,0,0
2016-06-17,166.0,9.666666666666666,35.0,25.600000000000005,88.16666666666667,7.111111111111111,0.0,69.0,59.0,0,0,0,0,1,0,0
2016-06-18,206.0,9.666666666666666,35.0,25.85,86.66666666666667,6.333333333333333,0.0,166.0,97.0,0,0,0,0,0,1,0
2016-06-19,190.0,10.0,34.4,26.7,83.5,7.0,0.0,206.0,40.0,0,0,0,0,0,0,1
2016-06-20,75.0,10.0,35.0,24.4,82.83333333333333,3.6666666666666665,0.0,190.0,-16.0,1,0,0,0,0,0,0
2016-06-21,48.0,10.0,35.6,25.6,74.0,6.0,0.0,75.0,-115.0,0,1,0,0,0,0,0
2016-06-22,98.0,10.0,34.4,25.6,75.0,6.666666666666667,0.0,48.0,-27.0,0,0,1,0,0,0,0
2016-06-23,74.0,10.0,30.0,24.7,89.0,7.0,0.0,98.0,50.0,0,0,0,1,0,0,0
2016-06-24,74.0,10.0,32.8,25.0,80.0,7.333333333333333,0.0,74.0,-24.0,0,0,0,0,1,0,0
2016-06-25,169.0,9.333333333333334,28.7,25.900000000000002,91.66666666666667,7.0,0.015,74.0,0.0,0,0,0,0,0,1,0
2016-06-26,190.0,8.833333333333334,34.4,25.0,95.0,6.666666666666667,0.0,169.0,95.0,0,0,0,0,0,0,1
2016-06-27,52.0,10.0,35.0,25.6,86.33333333333333,5.0,0.0,190.0,21.0,1,0,0,0,0,0,0
2016-06-28,33.0,9.666666666666666,37.8,25.0,87.33333333333333,4.166666666666667,0.23,52.0,-138.0,0,1,0,0,0,0,0
2016-06-29,49.0,10.0,35.0,22.8,93.0,4.666666666666667,0.0,33.0,-19.0,0,0,1,0,0,0,0
2016-06-30,70.0,10.0,34.4,26.7,85.0,4.333333333333333,0.0,49.0,16.0,0,0,0,1,0,0,0
2016-07-01,149.0,8.666666666666666,34.4,25.0,88.0,5.0,0.0,70.0,21.0,0,0,0,0,1,0,0
2016-07-02,358.0,9.777777777777777,36.1,26.1,87.83333333333333,7.666666666666667,0.0,149.0,79.0,0,0,0,0,0,1,0
2016-07-03,364.0,10.0,36.1,26.7,85.5,8.666666666666666,0.0,358.0,209.0,0,0,0,0,0,0,1
2016-07-04,262.0,10.0,37.2,27.2,82.22222222222223,8.0,0.0,364.0,6.0,1,0,0,0,0,0,0
2016-07-05,135.0,9.333333333333334,36.7,26.7,84.22222222222223,8.666666666666666,0.0,262.0,-102.0,0,1,0,0,0,0,0
2016-07-06,106.0,10.0,37.2,26.7,85.66666666666667,8.333333333333334,0.0,135.0,-127.0,0,0,1,0,0,0,0
2016-07-07,115.0,8.333333333333334,37.2,26.1,85.0,8.666666666666666,0.0,106.0,-29.0,0,0,0,1,0,0,0
2016-07-08,174.0,10.0,37.2,26.85,83.0,8.333333333333334,0.0,115.0,9.0,0,0,0,0,1,0,0
2016-07-09,360.0,9.0,36.7,26.1,88.33333333333333,7.666666666666667,0.0,174.0,59.0,0,0,0,0,0,1,0
2016-07-10,368.0,8.555555555555555,35.6,26.7,87.66666666666667,7.833333333333333,0.04,360.0,186.0,0,0,0,0,0,0,1
2016-07-11,98.0,9.833333333333334,37.8,26.7,84.5,9.0,0.0,368.0,8.0,1,0,0,0,0,0,0
2016-07-12,82.0,10.0,37.2,26.1,86.5,8.666666666666666,0.0,98.0,-270.0,0,1,0,0,0,0,0
2016-07-13,164.0,10.0,37.8,27.2,84.66666666666667,8.333333333333334,0.0,82.0,-16.0,0,0,1,0,0,0,0
2016-07-14,210.0,10.0,37.8,26.1,85.83333333333333,8.666666666666666,0.0,164.0,82.0,0,0,0,1,0,0,0
2016-07-15,223.0,9.666666666666666,38.3,27.2,85.66666666666667,8.0,0.0,210.0,46.0,0,0,0,0,1,0,0
2016-07-16,479.0,9.777777777777777,37.2,25.85,88.5,6.666666666666667,0.0,223.0,13.0,0,0,0,0,0,1,0
2016-07-17,491.0,10.0,37.2,25.6,87.66666666666667,8.0,0.0,479.0,256.0,0,0,0,0,0,0,1
2016-07-18,104.0,10.0,37.2,26.1,85.5,7.0,0.0,491.0,12.0,1,0,0,0,0,0,0
2016-07-19,103.0,10.0,37.2,27.2,82.66666666666667,6.333333333333333,0.0,104.0,-387.0,0,1,0,0,0,0,0
2016-07-20,156.0,10.0,37.2,26.7,83.66666666666667,7.666666666666667,0.0,103.0,-1.0,0,0,1,0,0,0,0
2016-07-21,216.0,10.0,37.8,26.7,84.0,5.666666666666667,0.0,156.0,53.0,0,0,0,1,0,0,0
2016-07-22,322.0,10.0,37.8,27.2,82.66666666666667,6.666666666666667,0.0,216.0,60.0,0,0,0,0,1,0,0
2016-07-23,723.0,10.0,37.8,27.8,80.16666666666667,7.333333333333333,0.0,322.0,106.0,0,0,0,0,0,1,0
2016-07-24,679.0,10.0,38.3,27.2,86.27777777777777,6.666666666666667,0.0,723.0,401.0,0,0,0,0,0,0,1
2016-07-25,159.0,9.666666666666666,38.3,27.8,89.0,5.833333333333333,0.48,679.0,-44.0,1,0,0,0,0,0,0
2016-07-26,158.0,8.722222222222223,33.3,25.0,96.33333333333333,3.1666666666666665,0.06,159.0,-520.0,0,1,0,0,0,0,0
2016-07-27,188.0,9.0,32.8,24.7,95.5,5.833333333333333,0.42142857142857143,158.0,-1.0,0,0,1,0,0,0,0
2016-07-28,220.0,9.555555555555555,35.0,25.0,93.0,4.5,0.0,188.0,30.0,0,0,0,1,0,0,0
2016-07-29,363.0,10.0,35.0,25.0,88.66666666666667,6.333333333333333,0.0,220.0,32.0,0,0,0,0,1,0,0
2016-07-30,652.0,10.0,36.1,26.3,93.66666666666667,6.888888888888889,0.0,363.0,143.0,0,0,0,0,0,1,0
2016-07-31,620.0,0.0,35.6,26.1,89.0,7.666666666666667,0.0,652.0,289.0,0,0,0,0,0,0,1
2016-08-01,184.0,6.666666666666667,36.7,25.85,91.33333333333333,7.5,0.0,620.0,-32.0,1,0,0,0,0,0,0
2016-08-02,139.0,10.0,36.7,25.0,90.0,6.666666666666667,0.0,184.0,-436.0,0,1,0,0,0,0,0
2016-08-03,202.0,10.0,36.7,26.7,89.0,6.333333333333333,0.0,139.0,-45.0,0,0,1,0,0,0,0
2016-08-04,325.0,10.0,36.7,27.2,85.33333333333333,6.666666666666667,0.0,202.0,63.0,0,0,0,1,0,0,0
2016-08-05,328.0,10.0,36.7,26.7,85.33333333333333,7.0,0.0,325.0,123.0,0,0,0,0,1,0,0
2016-08-06,889.0,10.0,37.2,27.2,83.66666666666667,6.666666666666667,0.0,328.0,3.0,0,0,0,0,0,1,0
2016-08-07,1335.0,10.0,37.2,27.2,85.66666666666667,7.0,0.0,889.0,561.0,0,0,0,0,0,0,1
2016-08-08,243.0,10.0,37.8,27.2,85.33333333333333,7.0,0.0,1335.0,446.0,1,0,0,0,0,0,0
2016-08-09,256.0,10.0,38.3,27.2,84.5,7.333333333333333,0.0,243.0,-1092.0,0,1,0,0,0,0,0
2016-08-10,326.0,10.0,38.3,27.8,84.0,7.666666666666667,0.0,256.0,13.0,0,0,1,0,0,0,0
2016-08-11,507.0,10.0,38.9,27.8,86.66666666666667,7.0,0.0,326.0,70.0,0,0,0,1,0,0,0
2016-08-12,792.0,9.666666666666666,39.4,27.2,86.0,7.333333333333333,0.0,507.0,181.0,0,0,0,0,1,0,0
2016-08-13,1594.0,9.5,33.9,27.8,82.66666666666667,5.666666666666667,0.05,792.0,285.0,0,0,0,0,0,1,0
2016-08-14,1459.0,8.0,27.75,25.0,98.16666666666667,5.5,0.4033333333333333,1594.0,802.0,0,0,0,0,0,0,1
2016-08-15,330.0,7.816666666666666,24.4,22.849999999999998,98.72857142857144,4.533333333333333,0.712,1459.0,-135.0,1,0,0,0,0,0,0
2016-08-16,350.0,7.666666666666667,28.3,23.9,98.80555555555556,5.805555555555556,0.6928571428571428,330.0,-1129.0,0,1,0,0,0,0,0
2016-08-17,509.0,8.583333333333334,27.8,23.933333333333334,97.66666666666667,7.333333333333333,0.18833333333333335,350.0,20.0,0,0,1,0,0,0,0
2016-08-18,561.0,9.0,30.6,23.933333333333334,95.44444444444446,5.333333333333333,0.15833333333333333,509.0,159.0,0,0,0,1,0,0,0
2016-08-19,826.0,8.555555555555555,33.9,24.4,97.0,6.666666666666667,0.05333333333333334,561.0,52.0,0,0,0,0,1,0,0
2016-08-20,1820.0,9.833333333333334,27.8,25.600000000000005,95.52380952380952,6.166666666666667,0.4933333333333334,826.0,265.0,0,0,0,0,0,1,0
2016-08-21,1659.0,9.222222222222221,26.950000000000003,23.3,96.66666666666667,6.333333333333333,0.04,1820.0,994.0,0,0,0,0,0,0,1
2016-08-22,465.0,9.277777777777779,32.8,23.924999999999997,96.66666666666667,6.333333333333333,0.04,1659.0,-161.0,1,0,0,0,0,0,0
2016-08-23,691.0,9.888888888888888,33.9,26.100000000000005,90.44444444444446,8.5,0.0,465.0,-1194.0,0,1,0,0,0,0,0
2016-08-24,577.0,8.333333333333334,33.9,25.0,91.33333333333333,7.333333333333333,0.0,691.0,226.0,0,0,1,0,0,0,0
2016-08-25,659.0,9.111111111111112,34.4,25.0,94.66666666666667,4.888888888888888,0.04,577.0,-114.0,0,0,0,1,0,0,0
2016-08-26,1599.0,10.0,33.3,24.4,93.0,4.0,0.0,659.0,82.0,0,0,0,0,1,0,0
2016-08-27,2780.0,9.333333333333334,32.8,23.9,92.66666666666667,4.333333333333333,0.0,1599.0,940.0,0,0,0,0,0,1,0
2016-08-28,2441.0,8.395833333333334,32.8,24.4,90.66666666666667,5.666666666666667,0.14250000000000002,2780.0,1181.0,0,0,0,0,0,0,1
2016-08-29,688.0,7.444444444444444,32.2,23.6,95.33333333333333,6.666666666666667,0.095,2441.0,-339.0,1,0,0,0,0,0,0
2016-08-30,575.0,10.0,32.8,23.9,95.66666666666667,6.666666666666667,0.09,688.0,-1753.0,0,1,0,0,0,0,0
2016-08-31,715.0,8.333333333333334,33.9,23.9,96.0,4.666666666666667,0.09,575.0,-113.0,0,0,1,0,0,0,0
2016-09-01,1059.0,9.333333333333334,34.4,25.6,87.0,6.0,0.0,715.0,140.0,0,0,0,1,0,0,0
2016-09-02,2010.0,9.333333333333334,33.3,25.0,86.66666666666667,7.0,0.0,1059.0,344.0,0,0,0,0,1,0,0
2016-09-03,3135.0,8.333333333333334,32.2,23.9,92.66666666666667,4.666666666666667,0.0,2010.0,951.0,0,0,0,0,0,1,0
2016-09-04,3126.0,8.111111111111112,33.3,25.0,94.0,6.0,0.01,3135.0,1125.0,0,0,0,0,0,0,1
2016-09-05,2187.0,9.5,33.9,23.9,94.66666666666667,6.5,0.0,3126.0,-9.0,1,0,0,0,0,0,0
2016-09-06,780.0,9.583333333333334,33.3,25.6,93.66666666666667,7.666666666666667,0.0,2187.0,-939.0,0,1,0,0,0,0,0
2016-09-07,807.0,9.222222222222221,35.0,26.7,92.75,8.0,0.0,780.0,-1407.0,0,0,1,0,0,0,0
2016-09-08,969.0,10.0,34.4,26.066666666666666,89.83333333333333,8.333333333333334,0.0,807.0,27.0,0,0,0,1,0,0,0
2016-09-09,1631.0,10.0,34.4,25.6,90.22222222222223,8.0,0.0,969.0,162.0,0,0,0,0,1,0,0
2016-09-10,3745.0,8.888888888888888,33.9,25.68,92.83333333333333,7.133333333333333,0.04,1631.0,662.0,0,0,0,0,0,1,0
2016-09-11,2583.0,10.0,33.3,23.3,82.33333333333333,5.0,0.0,3745.0,2114.0,0,0,0,0,0,0,1
2016-09-12,988.0,10.0,33.3,23.3,87.66666666666667,4.666666666666667,0.0,2583.0,-1162.0,1,0,0,0,0,0,0
2016-09-13,860.0,9.333333333333334,34.4,25.0,93.0,5.666666666666667,0.0,988.0,-1595.0,0,1,0,0,0,0,0
2016-09-14,1099.0,9.666666666666666,33.3,25.6,82.0,5.666666666666667,0.0,860.0,-128.0,0,0,1,0,0,0,0
2016-09-15,1420.0,9.333333333333334,34.4,24.4,88.66666666666667,4.333333333333333,0.0,1099.0,239.0,0,0,0,1,0,0,0
